event_id_cnty,event_date,year,disorder_type,event_type,sub_event_type,actor1,actor2,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,has_fatalities,event_week,event_month
IRN30512,2025-03-03,2025,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (Iran),Police Forces of Iran (1989-),Iran,West Azerbaijan,Takab,Takab,36.4009,47.1133,BBC News; Human Rights Activists in Iran (HRA); Iranian Labour News Agency,"On 3 March 2025, municipal workers staged a rally in Takab city (Takab, West Azerbaijan) over low salaries and to demand the payment of wage arrears. Police intervened and shot at protesters, resulting in the injury of four workers.",0,False,2025-03-03/2025-03-09,2025-03
IRN30513,2025-03-03,2025,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Unknown,Iran,Isfahan,Isfahan,Isfahan,32.6525,51.6746,Free Union of Iranian Workers; Human Rights Activists in Iran (HRA),"On 3 March 2025, retirees of the telecommunication company staged a protest in front of the provincial telecommunication company's central office in Isfahan city (Isfahan, Isfahan) over their ongoing dispute with the company regarding insurance premium rates and to demand payment of pension arrears.",0,False,2025-03-03/2025-03-09,2025-03
IRN30514,2025-03-03,2025,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Unknown,Iran,Gilan,Rasht,Rasht,37.2761,49.5886,Human Rights Activists in Iran (HRA),"On 3 March 2025, retirees of the telecommunication company staged a protest in front of the provincial telecommunication company's central office in Rasht city (Rasht, Gilan) over their ongoing dispute with the company regarding insurance premium rates and to demand payment of pension arrears.",0,False,2025-03-03/2025-03-09,2025-03
IRN30515,2025-03-03,2025,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Unknown,Iran,Khuzestan,Ahvaz,Ahvaz,31.319,48.6842,Human Rights Activists in Iran (HRA),"On 3 March 2025, retirees of the telecommunication company staged a protest in front of the provincial telecommunication company's central office in Ahvaz city (Ahvaz, Khuzestan) over their ongoing dispute with the company regarding insurance premium rates and to demand payment of pension arrears.",0,False,2025-03-03/2025-03-09,2025-03
IRN30516,2025-03-03,2025,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Unknown,Iran,Ilam,Ilam,Ilam,33.6374,46.4227,Human Rights Activists in Iran (HRA),"On 3 March 2025, retirees of the telecommunication company of Iran protested in front of the provincial telecommunication company's central office in Ilam city (Ilam, Ilam) over their ongoing dispute with the company regarding insurance premium rates and to demand payment of pension arrears.",0,False,2025-03-03/2025-03-09,2025-03
IND179631,2025-03-03,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Punjab,Ludhiana,Ludhiana,30.912,75.8537,Hindustan Times,"On 3 March 2025, local people (slum dwellers) staged a protest at the Manna Singh Nagar area in Ludhiana city (Punjab) against the Municipal Corporation for demolishing illegal shanties in the area.",0,False,2025-03-03/2025-03-09,2025-03
IND179600,2025-03-03,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Delhi,New Delhi,Delhi - Connaught Place,28.6193,77.233,New Indian Express,"On 3 March 2025, SFI members staged a protest at the Banga Bhawan (West Bengal government guest house) in the Delhi - Connaught Place area (New Delhi, Delhi) demanding the removal of the West Bengal state education minister whom the protesters accused of running over protesting students with his car at Jadavpur University.",0,False,2025-03-03/2025-03-09,2025-03
ISR45495,2025-03-03,2025,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Israel),Civilians (Israel),Israel,Haifa,Haifa,Haifa,32.8184,34.9885,Calcalist; Colbo News; Haaretz; Ma'ariv; Mynet; Times of Israel; Walla!News; Ynet,"On 3 March 2025, an Israeli Druze man carried out a stabbing attack in Haifa, killing one civilian and injuring four others. The assailant was then shot and killed by a security guard at the scene. Several Druze politicians, community leaders, and family members of the assailant claim that there was not a nationalistic motive behind the attack and that the assailant suffered from mental illness. Israeli authorities treated the incident as a suspected terror attack.",2,True,2025-03-03/2025-03-09,2025-03
UKR212212,2025-03-03,2025,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Zaporizhia,Vasylivskyi,Mali Scherbaky,47.5479,35.553,Ministry of Defence of Russia,"On 3 March 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions near Mali Scherbaky, Zaporizhia. According to Russian sources, 60 Ukrainian soldiers, including from the territorial defense units (coded to Sadove), were killed in the area of Sadove, Mykhailivka and Mali Scherbaky [Russian MoD reported 60 fatalities. Coded as 10 fatalities split across 3 events. 3 fatalities coded to this event].",3,True,2025-03-03/2025-03-09,2025-03
UKR211909,2025-03-03,2025,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-) Air Force,Ukraine,Kyiv City,Kyiv,Kyiv,50.4496,30.5224,24 Channel; Institute for the Study of War; Novoye Vremya Ukraine; Suspilne Media; ZMINA,"Interception: On 3 March 2025, Russian Forces launched 83 Shahed and decoy drones at targets in Ukraine. Ukrainian Forces intercepted 46 drones, some of them over Kyiv region (coded to Kyiv, Kyiv). 31 decoy drones were lost, likely due to Ukrainian electronic warfare (EW) interference. No casualties.",0,False,2025-03-03/2025-03-09,2025-03
KOR40536,2025-03-03,2025,Demonstrations,Protests,Peaceful protest,Protesters (South Korea),Protesters (South Korea),South Korea,Seoul Special City,Jongno,Seoul City - Jongno,37.5945,126.9711,Dong-a Ilbo; Korea Economic Daily; YNA,"On 3 March 2025, about 50 to 80 members of the National Youth Alliance Against Impeachment, including middle and high school students, held a press conference and picketed at Gwanghwamun Square (Seoul City - Jongno), declaring their opposition to President Yoon Suk-yeol's impeachment. They argued that impeaching the president would lead to chaos and the collapse of law and order in South Korea, with some participants defending Yoon's declaration of martial law as necessary to protect democracy. About 400 pro-Yoon demonstrators joined the event, waving South Korean and U.S. flags. At the same time and location, about 10 protesters held a counter-protest demanding President Yoon's impeachment. They were surrounded by pro-Yoon demonstrators, leading to a tense 20-minute confrontation. The standoff escalated to spitting and physical altercations, resulting in one pro-Yoon demonstrator falling and being transported by ambulance. No major injuries were reported.",0,False,2025-03-03/2025-03-09,2025-03
KOR40538,2025-03-03,2025,Demonstrations,Protests,Peaceful protest,Protesters (South Korea),Unknown,South Korea,Busan,Busanjin,Busan - Busanjin,35.1629,129.0513,Busan Ilbo,"On 3 March 2025, participants, including students and conservative groups, held a rally in front of Dong-Eui University (Busan - Busanjin), opposing the impeachment of President Yoon Suk-yeol. They argued that the impeachment process was politically motivated and lacked proper investigation into the declaration of martial law.",0,False,2025-03-03/2025-03-09,2025-03
KOR40539,2025-03-03,2025,Demonstrations,Protests,Peaceful protest,Protesters (South Korea),Unknown,South Korea,Busan,Yeongdo,Busan - Yeongdo,35.0818,129.0661,Busan Ilbo,"On 3 March 2025, participants, including students and citizens, held a rally in front of Korea Maritime and Ocean University (Busan - Yeongdo), opposing the impeachment of President Yoon Suk-yeol. They argued that the impeachment process was politically motivated and lacked proper investigation into the declaration of martial law.",0,False,2025-03-03/2025-03-09,2025-03
KOR40542,2025-03-03,2025,Demonstrations,Protests,Peaceful protest,Protesters (South Korea),Protesters (South Korea),South Korea,North Jeolla,Jeonju,Jeonju,35.8284,127.1155,Hankook Ilbo; JoongAng Ilbo,"On 3 March 2025, about 110 participants, including 10 students from Jeonbuk National University, along with members of Save Korea (a Protestant Christian Group), held a rally in front of the Jeonbuk National University (Jeonju). They opposed the impeachment of President Yoon Suk-yeol, arguing that the impeachment process and the president's arrest were illegal actions by the opposition party. They claimed Yoon's declaration of martial law was a necessary step to restore constitutional order. At the same time and location, about 10 members of the Jeonbuk National University Democratic Alumni Association and the Jeonbuk Regional University Democratic Alumni Association held a counter-protest supporting the impeachment. They called for Yoon's immediate removal and denounced those defending him as enablers of treason and threats to constitutional order.",0,False,2025-03-03/2025-03-09,2025-03
KOR40544,2025-03-03,2025,Demonstrations,Protests,Peaceful protest,Protesters (South Korea),Unknown,South Korea,Seoul Special City,Jongno,Seoul City - Jongno,37.5945,126.9711,Kyunghyang Shinmun,"On 3 March 2025, protesters, including students of Dongduk Women's University, held a protest near the Dongduk Building (Seoul City - Jongno). They demanded the university administration and foundation withdraw lawsuits and disciplinary actions against students who protested against the university's plan to transition into a coeducational institution.",0,False,2025-03-03/2025-03-09,2025-03
UKR211832,2025-03-03,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Donetsk,Pokrovskyi,Zvirove,48.2502,37.126,Institute for the Study of War,"On 3 March 2025, Russian Forces launched assault actions on Ukrainian positions near Zvirove, Donetsk. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
UKR211831,2025-03-03,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Donetsk,Kramatorskyi,Zarichne,49.0194,37.9208,Ministry of Defence of Russia,"On 3 March 2025, Russian Forces clashed with Ukrainian Forces near Zarichne, Donetsk. According to Russian sources, 255 Ukrainian soldiers, including from the territorial defense units (coded to Karpivka), were killed in the area of Karpivka, Katerynivka, Zarichne, Shyikivka and Kamianka [Russian MoD reported 255 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,True,2025-03-03/2025-03-09,2025-03
UKR211830,2025-03-03,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Kharkiv,Iziumskyi,Zahryzove,49.5046,37.7122,Institute for the Study of War; Ministry of Defence of Ukraine,"On 3 March 2025, Russian Forces launched assault actions on Ukrainian positions near Zahryzove, Kharkiv. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
UKR211829,2025-03-03,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Donetsk,Pokrovskyi,Yelyzavetivka,48.3035,37.4493,Ministry of Defence of Russia,"On 3 March 2025, Russian Forces clashed with Ukrainian Forces near Yelyzavetivka, Donetsk. According to Russian sources, 595 Ukrainian soldiers were killed in the area of Andriivka, Udachne, Myrnohrad, Novopavlivka, Yelyzavetivka and Uspenivka [Russian MoD reported 595 fatalities. Coded as 10 fatalities split across 6 events. 1 fatality coded to this event].",1,True,2025-03-03/2025-03-09,2025-03
UKR211828,2025-03-03,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Donetsk,Kramatorskyi,Yampolivka,49.0708,37.9546,Institute for the Study of War; Ministry of Defence of Ukraine,"On 3 March 2025, Russian Forces launched assault actions on Ukrainian positions near Yampolivka, Donetsk. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
UKR211827,2025-03-03,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Kharkiv,Chuhuivskyi,Vovchansk,50.2908,36.9411,Ministry of Defence of Russia,"On 3 March 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions near Vovchansk, Kharkiv. According to Russian sources, 45 Ukrainian soldiers, including from the territorial defense units (coded to Vovchansk), were killed in the area of Vovchansk and Lyptsi [Russian MoD reported 45 fatalities. Coded as 10 fatalities split across 2 events. 5 fatalities coded to this event].",5,True,2025-03-03/2025-03-09,2025-03
UKR211826,2025-03-03,2025,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),Ukraine,Donetsk,Kramatorskyi,Vodiane Druhe,48.3357,37.5056,Institute for the Study of War,"On 3 March 2025, Russian Forces launched assault actions on Ukrainian positions near Vodiane Druhe, Donetsk. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
